bedrooms,building_size_m2,bathrooms,carports,price_in_rp,floor_count,url,building_age,city,certificate,electricity_power,land_size_m2,property_condition,district,location,description,title
2,53 m²,2,1,Rp 39 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39398240/,,Tangerang,SHM,Lainnya,60 m²,Bagus,BSD,"BSD, Tangerang","DISEWAKAN

Rumah 2 Lantai di Assana Vanya Park, BSD
L. Tanah         : 60 m2
L. Bangunan  : 53 m2
K. Tidur          : 2
K. Mandi        : 2
2 Lantai
SHM
Air PAM
Kosongan 
Ac 1
Gordyn
Carport

Harga Sewa : 39 Jt/Thn

J","Rumah 2 Lantai Di Assana Vanya Park, Bss"
4,350 m²,4,,Rp 420 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor19291225/,,Jakarta Utara,HGB,Lainnya,300 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","Disewakan rumah 
Pantai indah kapuk
Golf Island cluster Chopin

Type 10x30
3 lantai
4+1 kamar tidur
4+2 kamar mandi 
Ada lift 
View golf cantik

For info
Lili Lie MR realty",Disewakan Rumah Pantai Indah kapuk 10x30 golf island 3lt marmer
5,229 m²,4,1,Rp 95 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor39453693/,,Jakarta Timur,SHM,Lainnya,220 m²,Bagus,Jakarta Garden City,"Jakarta Garden City, Jakarta Timur","Di sewakan rumah Palm spring Jakarta Garden City Jakarta Timur

2 lantai
Lt 220
Lb 229
Kt 4+1
Km 3+1
Listrik 3500
Air pam
Carport 2 mobil
Harga 95  JT pertahun
Deposit 20 jt
SHM
Ready oktober 2025

YG,Triyanti",Di Sewakan Rumah Palm Spring Jakarta Garden City Jakarta Timur
2,40 m²,2,1,Rp 30 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39390604/,,Tangerang,HGB,Lainnya,32 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang",Disewa Amarillo Village Kt 2 Km2. Tersewa Sd Juli.harga 30juta,Disewa Amarillo Village Kt 2 Km2. Tersewa Sd Juli.harga 30juta
3,70 m²,2,1,Rp 50 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39385276/,,Tangerang,PPJB,2200 Watt,77 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","Cluster Hyland @Greenwich BSD City

LT 77
LB 70
KT 3
KM 2
2 LANTAI
3 AC
SHM",Rumah Semi Furnish Siap Huni Di Hyland Greenwich Bsd
4,84 m²,3,2,"Rp 2,3 Miliar/tahun",2,https://www.rumah123.com/properti/tangerang-selatan/hor39422535/,,Tangerang Selatan,SHM,3300 Watt,101 m²,Bagus,Bintaro,"Bintaro, Tangerang Selatan","Citra Garden Bintaro
merupakan perumahan berlokasi di Bintaro , berdekatan dengan bintaro xchange mall, sekolah internasional, rumah sakit, toll, mrt, dll yang berjarak kurang lebih 5-10menit.

kekuatan elegansi arsitek yang di definisikan arsitek modern elegan bergaya eropa dengan fasilitas penunjang kebahagian keluarga modern.

Harga mulai dari 2Man
Free Dp 10%
Free BPHTB balik nama 5%
dll
Unit terbatas rebutan!

Segera hubungi : 0811-888-9xxx",New Bintaro By Ciputra Near Xchange Mall Free Dp Dan Biaya
3,68 m²,2,1,Rp 68 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39292267/,,Tangerang,Lainnya,Lainnya,50 m²,Bagus,BSD,"BSD, Tangerang","Rumah 2 lantai di BSD, Tangerang.

For rent rumah di wilayah yang tenang dengan pemandangan Lokasi di Pusat Kota. Properti 2 lantai ini berada di lingkungan yang mudah dijangkau.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 3
  - Kamar Mandi: 2
  - Sertifikat: Lainnya(PPJB, Girik, Adat,dll)
  - Kondisi Perabotan: Semi Furnished

Tidak hanya itu, properti ini layak untuk dimiliki karena:

  - Lokasi di Pusat Kota.
  - Adem & Sejuk",Disewakan Rumah Bsd Tabebuya Semi Furnish Hoek Siap Huni
4,134 m²,3,,Rp 85 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39401516/,,Tangerang,PPJB,Lainnya,108 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","Disewakan

Rumah Baru Cluster Carson Summarecon Serpong
 
LT/LB : 108/134m2 (8x13.5m)
Type rumah : premium 1
Listrik token, PAM
Kamar Tidur 4+1
Kamar Mandi 3+1

Harga Jual 4M Nego
Harga Sewa 85 jt/thn Nett (min 2 thn)

54n",DISEWAKAN RUMAH BARU CLUSTER CARSON SYMPHONIA GADING SERPONG
2,90 m²,1,,Rp 55 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor39282793/,,Surabaya,Lainnya,Lainnya,120 m²,Bagus,Citraland,"Citraland, Surabaya","*Disewakan Rumah Full Furnish, 1 lantai dekat pasar Citraland dan Gwalk di Citraland Surabaya*

Spesifikasi
Lt 8x15 (120)
Lb 90 
Kt 2+1
Km 1+1
Hadap utara 
Furnish
kanopi depan  belakang

*Harga 55jt/thn*


Hubungi
Yuliana 
Raywhite Royal Residence
WA/Call ....",Sewa Rumah Full Furnised 1 Lantai Dekat Pasar Citraland Dan Gwalk
2,79 m²,2,1,Rp 55 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor19299775/,,Jakarta Utara,Lainnya,Lainnya,60 m²,Bagus,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","disewa rumah pik 2
uk 6x10
hrg 55jt
udah ada 3 ac, kitchen set, kipas angin , meja makan
deposit 5jt aja
hadap tenggara",Ada Lagi Ini Rekomen sewa PIK 2 uk 6x10 nya Bosssqu
4,147 m²,3,2,Rp 140 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-timur/hor39376305/,,Jakarta Timur,SHM,5500 Watt,168 m²,Bagus,Cakung,"Cakung, Jakarta Timur","Disewakan Rumah Hook 3 lantai di Cluster Semayang Asya JGC  Jakarta Timur

LT  12 x 14 = 168m2
LB  147m2
KT  4+1
KM 3+1
Carport 2 mobil
Listrik  5.500w
PAM
AC 4 unit
Kitchen set baru,gordyn baru
Hadap Timur & Selatan
Sertifikat  SHM

Harga sewa 140jt Nego


Mar.Lie/OLM2",Rumah Hook 3 Lantai Bergaya Modern Siap Huni dan Dekat Mall Aeon di Cluster Semayang Asya Jakarta Timur
3,80 m²,2,1,"Rp 37,5 Juta/tahun",2,https://www.rumah123.com/properti/surabaya/hor38849149/,,Surabaya,SHM,2200 Watt,60 m²,Bagus,Wiyung,"Wiyung, Surabaya","Rumah bergaya minimalist modern di Wiyung.

Miliki rumah 2 lantai yang nyaman ini,  disewakan dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah Lokasi di Pusat Kota serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.

Spesifikasi Utama Properti:

  - Kamar Tidur: 3
  - Kamar Mandi: 2
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 2200 W
  - Arah Bangunan: Menghadap Barat
  - Kondisi Perabotan: Semi Furnished

Dilengkapi dengan:

  - Wastafel.
  - Keamanan 24 jam.
  - Akses Parkir.
  - One Gate System.
  - Tempat Laundry.
  - Masjid.
  - Taman.
  - Tempat Jemuran.
  - Taman.
  - Kolam Ikan.
  - Jalur Telepon.
  - Tempat Jemuran.
  - Taman.
  - Kolam Ikan.
  - Jalur Telepon.
  - Tempat Gym.
  - Lapangan Bulutangkis.

Fitur unggulan:

  - Bebas Banjir.
  - Siap Huni.
  - Dekat Sekolah Negeri.
  - Dekat Fasilitas Kesehatan.
  - Dekat Universitas.
  - Dekat Sekolah Internasional.
  - Dekat Tempat Ibadah.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Akses Jalan Muat 2 Mobil.
  - One Gate System.
  - Lokasi Bebas Banjir.
  - Lokasi Strategis.

Berlokasi di Wiyung, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 37.500.000 anda bisa memiliki hunian premium yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Segera ambil kesempatan untuk menikmati investasi di kawasan Wiyung yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!",Disewakan Rumah Dua Lantai Modern Minimalis
2,103 m²,2,1,Rp 216 Juta/tahun,1,https://www.rumah123.com/properti/klungkung/hor39276672/,,Klungkung,Hak Sewa,Lainnya,200 m²,Bagus,Nusa Penida,"Nusa Penida, Klungkung","Rumah di Nusa Penida.

Temukan rumah 1 lantai yang modern ini,  disewakan dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di area yang mudah dijangkau serta menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian aman.

Spesifikasi Utama Properti:

  - Kamar Tidur: 2
  - Kamar Mandi: 2
  - Sertifikat: -
  - Kondisi Perabotan: Furnished

Fitur unggulan:

  - Dipinggiran kota.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.

Terletak di Nusa Penida, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 18.000.000, anda bisa memiliki hunian eksklusif yang sudah siap huni. Manfaatkan kesempatan untuk menikmati investasi di kawasan Nusa Penida yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!",Maravilla Home with Private Jacuzzi - Nusa Penida
15,200 m²,8,,"Rp 1,65 Miliar/tahun",2,https://www.rumah123.com/properti/malang/hor16230268/,,Malang,SHM,Lainnya,127 m²,Sudah Renovasi,Merjosari,"Merjosari, Malang","Rumah kos memiliki 15 kamar tidur dan 8 kamar mandi serta 2 dapur 
Berada di lokasi padat pemukiman serta sangat berdekatan dengan kampus - kampus negeri Kota Malang
Hotel,SPBU, Rumah Sakit, Rumah Ibadah, Sekolah Negeri, Pasar tradisional, Mall, Jalur utama Malang - Batu,  Serta Fasilitas2 umum lainnya 
Kondisi sangat baru
Siap dihuni oleh anak kos kota Malang
Jaminan pasti penuh
Pasive income yang menjanjikan","Rumah kos 15 kamar di TIRTO UTOMO LANDUNGSARI, Malang"
3,150 m²,1,1,Rp 70 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor39447473/,,Jakarta Utara,SHM,Lainnya,67 m²,Sudah Renovasi,Sunter,"Sunter, Jakarta Utara","Disewakan rumah sunter
sk27

Uk 4.5x15
3 lt
Kt 3
Km 2

Sewa 70 jt/th",Diaewakan Rumah Bagus Di Sunter
4,500 m²,3,,Rp 800 Juta/tahun,1,https://www.rumah123.com/properti/semarang/hor39452994/,,Semarang,SHM,11000 Watt,1350 m²,,Gajah Mungkur,"Gajah Mungkur, Semarang","Rumah Disewa Semarang Rumah 2 Lantai Siap Huni Area Gajahmungkur Semarang Selatan

Hunian Rumah Untuk Tempat Tinggal, Usaha, Dll. 

Lingkungan Hunian Rumah Tinggal Yang Sejuk, Aman, Tenang dan Nyaman.

SHM
LT. 1350m²
LB. 500m²
4 KT
3.5 KM
1 maid room/wc/kitchen
Garasi (4 Mobil)
Carport (4 mobil)
Listrik 11,000W (token)
PDAM
Semi furnished

Jika Anda Berminat, Selanjutnya Bisa Hubungi Saya Untuk Survey Secara Langsung, Harga Nego Terbaik Sudah Menunggu Anda.",RUMAH 2 LANTAI SIAP HUNI AREA GAJAHMUNGKUR SEMARANG
4,412 m²,2,2,Rp 235 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor39411400/,,Jakarta Utara,SHM,Lainnya,120 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","DISEWAKAN RUMAH LAYAR PERMAI PIK

Uk 8x15 
Kamar tidur 4+1
Kamar mandi 2+1
3 Lantai + Basement 
5 AC
Baru renov 2022
Rapih, Siap huni
WNI Only

HARGA SEWA : 235JT/THN
NEGO 

UNTUK MELIHAT SHOW UNIT & INFO LEBIH :
HENDY - LOT PROPERTY
No. 085659379xxx (WA/CALL)
[URL= https:/wa.me/c/6285659379xxx]
IG: ndylotproperty",DISEWAKAN RUMAH LAYAR PERMAI PIK1 8X15 SEMI FURNISH 3LT RAPIH
4,147 m²,3,2,Rp 65 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor39310647/,,Jakarta Timur,SHM,Lainnya,180 m²,Bagus,Pulogebang,"Pulogebang, Jakarta Timur","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Pulogebang, Jakarta Timur.

Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 2 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain unik yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area strategis.

Detail Properti ini adalah:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Unfurnished

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Tempat Ibadah.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Properti Eksklusif.

Lokasi Strategis terletak di Pulogebang, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 5.416.667, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.
#MAI",Disewakan Rumah Bagus 4+1 Kamar Tidur Di The Royal Residences Jakarta Timur
5,500 m²,4,1,Rp 130 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor39341775/,,Jakarta Timur,SHM,Lainnya,300 m²,Bagus,Pondok Kelapa,"Pondok Kelapa, Jakarta Timur","RUMAH SEWA FULL FURNISH
dlm KOMPLEK AREA BILLY MOON PONDOK KELAPA JAK TIM
luas tnh 300 m²
luas bngn 400 m²
kmr tdr 4 +1
kmr mndi 3+1
garasi / carport 2 mbl
akses 2 mbl
bebas bnjir
kitacen / DAPUR
scurity 24 jam
air PAM 
listrik 3500 Watt
hrg sewa perthn @  130 JT 
nego
HP 0821 2878 8xxx",Beli Untung
2,305 m²,2,,Rp 160 Juta/tahun,2,https://www.rumah123.com/properti/surabaya/hor18744146/,,Surabaya,HGB,1300 Watt,389 m²,Bagus,Tegalsari,"Tegalsari, Surabaya","Berlokasi di  Jl. Comal No.27 Keputran, Kecamatan Tegalsari, Surabaya, Jawa Timur.
Lokasi strategis karena dekat dengan :
- Jalan utama
- Rumah Sakit Darmo
- Taman Bungkul Wisata Kebun Binatang Surabaya
- Restoran
- Pusat Perbelanjaan
- Hotel
- Stasiun Wonokromo

Lokasi berpotensi digunakan untuk :
- Kantor
- Workshop
- Perdagangan dan Jasa
- Food & Beverage
- Klinik Kecantikan & Kesehatan","Sewa Bangunan Strategis Di Jalan Comal, Surabaya Cocok untuk Cafe / Kantor"
3,90 m²,3,,Rp 75 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor39225596/,,Jakarta Utara,SHM,Lainnya,48 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Pantai Indah Kapuk, Jakarta Utara.

Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 3 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.

Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.

Detail Properti ini adalah:

  - Kamar Tidur: 3
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Siap Huni.
  - Lokasi dipusat kota.
  - Cocok Untuk Investasi.

Lokasi Strategis terletak di Pantai Indah Kapuk, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 6.250.000, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",disewakan rumah pik 1 4x12 siap huni 3 kamar
3,250 m²,4,1,Rp 200 Juta/tahun,2,https://www.rumah123.com/properti/badung/hor38998601/,,Badung,Lainnya,3300 Watt,150 m²,Bagus,Sunset Road,"Sunset Road, Badung","Rumah di sewakan 
Lokasi Sunset palm residence 
Samping JB school 

Luas tanah 150m2
Luas bangunan 250m2
2 Lantai 
3 kamar tidur 
4 kamar mandi 
Ruang tamu 
Ruang makan 
Dapur
Taman 
Garasi 
Ruang laundry
Gudang 
Air sumur bor 
Listrik 3300 wtt
Full furniture 
Wifi 200 mbps

Harga 250 juta / tahun nego
2 tahun harga 450juta di bayar di depan",Disewakan Rumah Modern Minimalis Di Sunset Road Badung
5,500 m²,4,2,Rp 150 Juta/tahun,2,https://www.rumah123.com/properti/bandung/hor39311565/,,Bandung,SHM,Lainnya,300 m²,Bagus,Turangga,"Turangga, Bandung","Utk rumah tinggal atau kantor 

LT 300 m2
LB 500 m2
2 lt
KT 4+1  
KM 3+1
Furnished
Carport 2
Air artesis
Listrik 4000
Hg sewa 150 jt/thn nego

Ruangan : 
KT utama+KM dalam
Ruang tamu
Ruang keluarga lt.1 dan lt.2
Ruang makan
Dapur + kitchen set
Akses jalan 2 mobil

Nana-Legacy
089686094xxx",Disewakan rumah siap huni di Komplek Turangga Kota Bandung
3,133 m²,4,,Rp 55 Juta per tahun,1,https://www.rumah123.com/properti/bogor/hor18966182/,,Bogor,SHM,2200 Watt,136 m²,,Tanah Sareal,"Tanah Sareal, Bogor","Rumah Disewa Bogor lingkungan aman dan nyaman, satpam 24 jam, fasilitas perumahan lengkap, ada kolam renang ada lapangan batminton, 3 menit ke Tol BOR,5 menit ke lotemart, 5 menit ke RS. Hermina",Rumah Moderen Bersih Terawat
3,130 m²,3,2,Rp 115 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-barat/hor39268526/,,Jakarta Barat,SHM,3500 Watt,120 m²,Bagus,Metland Puri,"Metland Puri, Jakarta Barat","*WTL - DISEWA RUMAH THE RIVIERA DI METLAND PURI INDAH*
LT. 120m2 (8×15)
LB. 130m2
2 lantai
KT 3+1
KM 3+1
Carport 2 mobil
Listrik 3500 watt
Hadap Selatan
*HARGA Rp. 115 Juta/thn Nego*","Disewakan Cepat Rumah Di Cluster The Riviera, Perumahan Metland Puri Fasilitas Lengakp"
4,321 m²,3,,Rp 325 Juta/tahun,,https://www.rumah123.com/properti/jakarta-selatan/hor39400710/,,Jakarta Selatan,SHM,5500 Watt,366 m²,Bagus,Fatmawati,"Fatmawati, Jakarta Selatan","Rumah Mewah 5  Lantai Bisa Untuk Tinggal/Kantor Dekat St. MRT Fatmawati 

Harga sewa : 325jt/th nego
Shm
3 lantai
LT : 366 m2
LB : 321 m2
KT : 4+1
KM : 3+1
Ruang tamu
Ruang klga
Ruang makan
Dapur 2 bersih dan kotor
Halaman depan dan samping
Listrik : 5500
Bangunan : 2010
Semi furnish
Hadap : selatan 

Selling point :
Dekat st. MRT  Fatmawati
Dekat Lotte Mart Fatmawati
Dekat sekolah international dll

code:mery/eva #229855",Rumah Mewah 5 Lt. Bisa U/Tinggal/Kantor Dekat St. MRT Fatmawati
4,550 m²,4,4,Rp 850 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39401993/,,Jakarta Selatan,SHM,23000 Watt,650 m²,Bagus,Pondok Indah,"Pondok Indah, Jakarta Selatan","For RENT 
LUXURY HOUSE 
PONDOK INDAH

2 stores
Land 650m2
Building 550m2
Bedroom : 4 +2
Bathroom : 4 +1
1 Powder Room
Electricity : 23000 watt
Garage : 2 cars
Carport : 2 cara
Swimming Pool
Facing  south
Front garden
Pet friendly

Price $ 4,500 / month
Exclude tax",Disewakan Rumah Mewah Luxury Siap Huni Harga Rp.850 Juta Dekat Sekolah Jis Dan Mall Pondok Indah Good Area Pondok Indah Jakarta Selatan
5,850 m²,5,,Rp 40 Juta per bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor4546940/,,Jakarta Selatan,Lainnya,Lainnya,1060 m²,,Kemang,"Kemang, Jakarta Selatan","House with nice backyard and pool.
With big main room.

For more information :
Please Call Febe 0813 1122 9xxx",Luxury house at Kemang
5,320 m²,4,1,Rp 260 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor9172839/,,Jakarta Selatan,SHM,5500 Watt,245 m²,Bagus,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Rumah Disewa di Area Radio Dalam, Dekat ke Pondok Indah dan Kebayoran Baru, Dalam Townhouse. Lokasi hook, ada pool

Lt 245 m2
Lb 320 m2
2.5 lantai
KT 5+1
KM 4+1
SHM
Hadap Selatan
Listrik 5,500 watt
Jet Pump
Garasi/Carport : 1 / 2
Pool

Contact : 
Artha 0816 1808 xxx","Rumah Disewa di Area Radio Dalam, Dekat ke Pondok Indah dan Kebayoran Baru, Dalam Townhouse"
2,89 m²,2,,Rp 288 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-selatan/hor4910296/,,Jakarta Selatan,Lainnya,Lainnya,89 m²,Bagus,Setiabudi,"Setiabudi, Jakarta Selatan","Disewakan Unit 2br di Setiabudi SkyGarden lt. 30+, Kuningan, Jakarta.

Unit 2 kamar ini berada di lt. 30+ dengan city view. 2 kamar mandi. luas 89m2. 

Fasilitas : Swimming Pool, whirlpool & children pool, Jacuzzi, Gym & Fitness Center, Tennis Court, Basketball court, Barbeque area, Kid's Playground, etc.

Access Card, 24-hours Security & CCTV, Parking lot.

Harga USD 1600/bln = -+ IDR 288jt. minimal 1 tahun.



More info :
Joanna - 0878 8899 7xxx
Ray White Grand Wisata","Disewakan Unit 2br di Setiabudi SkyGarden lt. 30+ city view, Kuningan, Jakarta"
4,900 m²,3,,Rp 800 Juta/tahun,,https://www.rumah123.com/properti/jakarta-selatan/hor8258756/,,Jakarta Selatan,Lainnya,Lainnya,1500 m²,,Kemang,"Kemang, Jakarta Selatan","Multifungsi Bangunan Kantor Dan Restaurant, berlokasi di tempat yang sangat STRATEGIS dengan harga Rp 800.000.xxx per tahun negotiable. Bisa digunakan sebagai kantor dan atau Restaurant, should you need more information please call me",Multifungsi Bangunan Kantor Dan Restaurant
5,550 m²,4,,Rp 55 Juta per bulan,,https://www.rumah123.com/properti/jakarta-selatan/hor7518567/,,Jakarta Selatan,Lainnya,Lainnya,600 m²,,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Comfortable house for rent at kebayoran baru in secure area, very close to school and business center. Located in quite area of Dharmawangsha which price per month is IDR 50.000.000, should you need more detail please call me 

For details;
Febe 0813 1122 9xxx

Thanks",House  @Kebayoran Baru
4,92 m²,3,1,Rp 75 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor19133056/,,Tangerang,PPJB,2200 Watt,77 m²,Bagus,BSD City,"BSD City, Tangerang","Disewakan Rumah Baru Di Cluster Yuticha BSD City

LT 77 m2
LB 92 m2
KT 4
KM 3

Dekat dengan RS Eka Hospital
Dekat dengan Stasiun Rawa Buntu
Dekat dengan Pasar Moderent

Hu.i Dian LJ Hooker BSD
085296000xxx",Sewa Rumah Baru Di Yuticha Bsd City
4,500 m²,3,2,Rp 225 Juta/tahun,2,https://www.rumah123.com/properti/surabaya/hor38890981/,,Surabaya,Lainnya,Lainnya,399 m²,Bagus,Citraland,"Citraland, Surabaya","Di Sewakan Rumah Murah Mewah 2 Lantai Hook Minimalis Semi Furnished Siap Huni Dekat Gwalk Di International Village Citraland Utama Surabaya Barat

Termurahhh Di Kelasnya!!!!

Spesifikasi :
Luas Tanah 399 m2
Luas Bangunan -+ 500 m2
Kamar Tidur 4+1
Kamar Mandi 3+1
Hadap Timur Selatan
Semi Furnished
AC,Kitchen Set,Lemari,Tempat Tidur
Row Jalan 4 Mobil

Selling Point :
One Gate System
Citraland Utama
Dekat Pasar Modern
Dekat Gwalk Citraland
Dekat Sekolah Ciputra
Dekat Gereja St Yakobus
Fasilitas Lapangan Perumahan
Keamanan 24 Jam

Harga Sewa 225Jt / Thn Nego Keras (Min 2 Thn)
Hub :
Christoferr :
0856-4867-5xxx",Rumah Murah Mewah 2 Lantai Hook Minimalis Semi Furnished Siap Huni Dekat Gwalk Di International Village Citraland Utama Surabaya Barat
2,72 m²,1,1,Rp 27 Juta/tahun,1,https://www.rumah123.com/properti/tangerang/hor18257154/,,Tangerang,SHM,3500 Watt,90 m²,Bagus,Cikupa Citra Raya,"Cikupa Citra Raya, Tangerang","For RENT
Rumah bagus furnished terletak di cluster Park View Residence Citra Raya Tangerang dengan spesifikasi :
》Luas Tanah 90 m2
》Luas Bangunan 72 m2
》Kamar Tidur 2
》Kamar Mandi 1
》AC 1 unit
》Kitchen set
》Sofa tamu
》Meja makan
》Listrik 3500 watt
》Air PAM
》Carport
Rumah di dalam cluster dengan fasilitas kolam renang, lapangan basket, jogging track serta dekat dengan Pasar Modern, Sekolah dll

Harga sewa Rp 27 jt per th nego
Hub : Alex AS-Rumahbaru Serpong
Hp/Wa : 08118472xxx","Rumah Bagus Furnished Lengkap Fasilitas, Strategis Di Citra Raya"
