,url,title,price_in_rp,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description,market_price_2025,market_price_2023,rent_price_per_year_2025,NOI,cap_rate,property_value_growth,NPV
1818,https://www.rumah123.com/properti/tangerang/hos15192014/,Rumah 2 Lantai Siap Huni Di Citra Raya  cikupa Tangerang,1300000000.0,Cikupa Citra Raya,Tangerang,3.0,3.0,136.0,136.0,SHM,1300.0,Bagus,2.0,"Rumah Siap Huni
Bisa Bantu proses KPR dan Cash

LT : 136 m²
KT : 3
KM : 3
Listrik : 1300 watt
Air pam

Harga 1.3 milyar

Akses dekat ke Mall, Sekolah, Rumah Sakit, Supermarket, security 24 jam.

Fasilitas Yang Sudah Aktif : Mall CIPUTRA - Hypermart, Pasar Modern, Rumah sakit, sarana Pendidikan, Tempat ibadah, Water Park, Hotel, Restaurant, Bank - Bank, Eco Plaza (Farmers Market, CGV Blitz), Universitas dll...

Segera di bangun :
Pintu Toll Baru ( Tigaraksa Balaraja on Proses )

Info lebih lanjut hubungi :
0812-1041-3xxx (Krisna Fei)..",1.5331948e+09,1.3422516e+09,3.8477556e+07,2.6934288e+07,2.071868307692308,0.06876361,-277971744.8668246
4220,https://www.rumah123.com/properti/jakarta-selatan/hos14927578/,Rumah keren 2 lantai di Cipete dekat ke Stasiun MRT Cipete Jakarta Selatan,7250000000.0,Cipete,Jakarta Selatan,4.0,4.0,200.0,500.0,SHM,5500.0,Bagus,2.0,"Tentang properti ini
Dijual Rumah Bagus Modern, Lokasi Strategis di Cipete Jakarta Selatan dilengkapi spool, sangat dekat ke.pusat kuliner Cipete area

Spesifikasi :

Luas Tanah              : 200 m2 
Luas Bangunan       : 500 m2 

3 Lantai 
4 Kamar Tidur
4 Kamar mandi
Garasi 2 Mobil
Carport 2-3 Mobil
Swimming pool 
Jalanan Lebar
SHM lengkap dengan IMB
Selling point:

• 5 menit ke stasiun MRT Cipete
• 4 menit ke Jl Antasari Raya
• 12 menit ke mall Kemang Village
• 6 menit ke ITC Fatmawati
• 9 menit ke mall Citos 
• 4 menit ke sekolah Islam Al Ikhlas Cipete
• 6 menit ke sekolah Dwi Matra Jl. MPR 
• 6 menit ke RS Setia Mitra Fatmawati
• 12 menit ke RSUP FATMAWATI
• 16 menit ke RS Siloam Simatupang
• 6 menit ke masjid Al Ikhlas Cipete
• 3 menit ke gereja HKBP di Jl.Asemdua Cipete

jadwal survey segera hubungi
Kamala Devi 
BSM PROPERTY",8.2349855e+09,4.9479956e+09,2.779456e+08,1.9456192e+08,2.683612689655172,0.2900803,28785128852.17984
841,https://www.rumah123.com/properti/tangerang/hos39320581/,"DIJUAL Rumah Second Fully Furnished 2  Lantai Siap Huni di BSD City Sektor 12, Kota Tangerang Selatan",3850000000.0,BSD City,Tangerang,3.0,3.0,200.0,163.0,SHM,4400.0,Bagus,2.0,"DIJUAL Rumah Second fully furnished 2 Lantai, kondisi sangat bagus dan siap huni di BSD City Sektor 12

Rumah cantik ini sangat terawat dan bangunannya kokoh. Lokasinya juga sangat strategis, dekat pintu tol utama dan stasiun kereta api, namun tetap aman, nyaman dan tenang. Lantai 2 nya memiliki teras menghadap taman umum yang luas dan rindang. 

Luas Tanah : 200m2
Luas Bangunan : 163m2
Kamar Tidur 3 + 1
Kamar Mandi 3 + 1
*Kamar Utama luas di lantai dasar dengan Kamar Mandi dalam dan Bathub besar
Ruang Tamu 
Ruang Keluarga 
Ruang Makan
Dapur Kotor dan Pantry terpisah
Carport dan garasi
Jalanan depan rumah 2 mobil
Taman depan dan belakang 
Posisi hadap taman luas dan rindang

Price : 3,85M (Nego)

Akses:
5 menit ke stasiun kereta Rawa Buntu
5-10 menit pintu tol Jakarta-Serpong
10-15 menit RS Eka Hospital, ICE BSD dan Mall Teras Kota
5-10 menit sekolah Islam Cikal Harapan I BSD, Stella Maris dan Santa Ursula
Dikelilingi supermarket, tempat makan, resto, bank, cafe.

More Info & Survey : 082310178xxx

Notes: 
*Konfirmasi survey paling lambat H-1
*Detail Lokasi akan diinfokan menjelang survey",3.9659955e+09,3.5461153e+09,1.3542757e+08,9.47993e+07,2.4623193766233764,0.057546973,-1085771540.76257
1189,https://www.rumah123.com/properti/bogor/hos39328908/,Rumah SHM 2 Lt Siap KPR 15 Menit ke Gerbang Tol Cimanggis J26924,730000000.0,Gunung Putri,Bogor,2.0,1.0,62.0,45.0,SHM,1300.0,Bagus,2.0,"Klasika Townhouse
Gunung Putri - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 62
LB 45
2 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Timur

Fasilitas Sekitar Hunian:
1 Menit ke SDN Gunung Putri 05
2 Menit ke SMP-SMK bistek Muhammadiyah Gunung Putri
3 Menit ke SDN Gunung Putri 01
3 Menit ke SDN Gunung Putri 03
4 Menit ke SDN Gunung Putri 02
5 Menit ke SDN Tlajung Udik 01
5 Menit ke SMP NEGERI 4 GUNUNGPUTRI
5 Menit ke SMP - SMA TRISULA Gunung putri
10 Menit ke SMA Negeri 1 Gunungputri

10 Menit ke Pasar Citeurep
20 Menit ke Pasar Cikema Depok Timur
20 Menit ke Trans Studio Mall Cibubur
25 Menit ke Cibinong City Mall
35 Menit ke Metropolitan Mall Cileungsi

10 Menit ke Sentra Medika Hospital Cibinong
15 Menit ke Puskesmas Gunung Putri
20 Menit ke RS. Trimitra

6 Menit ke Gerbang Tol Karanggan
15 Menit ke Gerbang Tol Gunung Putri
15 Menit ke Gerbang Tol Cimanggis
15 Menit ke Terminal Cibinong
20 Menit ke Stasiun Cibinong
25 Menit ke Terminal Pusat Jatijajar Depok
25 Menit ke Gerbang Tol Cimanggis
35 Menit ke Stasiun Pondok Rajeg
35 Menit ke Stasiun Depok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.0278208e+08,5.827126e+08,1.9997104e+07,1.3997973e+07,1.9175305479452054,-0.07111341,-570765793.5302565
175,https://www.rumah123.com/properti/tangerang/hos39421693/,Dijual  Rumah Giardina Height foresta  BSD  LT 8x22,3000000000.0,BSD Foresta,Tangerang,3.0,3.0,176.0,126.0,SHM,0.0,Bagus,2.0,"Dijual 
Rumah Giardina Height foresta  BSD 
LT 8x22, 176/126, KT3+1,KM3+1 
SHM 
Selatan 
Hrg 3M

Hubungi 
Temmy Florina
GP Alsut

//lia",2.773743e+09,2.6772283e+09,9.432898e+07,6.6030284e+07,2.2010094666666666,0.017865539,-1503067453.6936083
3256,https://www.rumah123.com/properti/jakarta-selatan/hos17921226/,Termurah Nego Sampai Deal Rumah Luas Di Jakarta Selatan,8000000000.0,Pejaten,Jakarta Selatan,8.0,4.0,461.0,260.0,SHM,2200.0,Bagus,2.0,"Rumah Luas di Pasar Minggu
Lokasi Strategis :  
Komplek Bangdes  Pejaten Barat Pasar Minggu Jakarta Selatan.

Tipe Property : Rumah Tinggal
SHM
2 lantai
Luas Tanah 461m2
Luas Bangunan : 370m2 
Kamar Tidur : 8 
Kamar mandi : 4
Kamar Tidur ART : 1
Kamar mandi ART : 1
Taman: 1
AIR Tanah
Listrik: 2200
Parkir Luas 
Garasi: 4 mobil
Carport: 2 mobil",6.142033e+09,3.4341494e+09,2.4577926e+08,1.7204549e+08,2.1505686,0.3373543,48748174673.20345
5170,https://www.rumah123.com/properti/jakarta-barat/hos39337699/,"FRANS CEN-Jual cepat-rumah taman ratu.bgs.sudah renov.cakep.jln 2 mbl lt.4x20/2,5lt",2500000000.0,Taman Ratu,Jakarta Barat,3.0,3.0,80.0,100.0,SHM,0.0,Bagus,2.0,"Jual cepat-rumah taman ratu.bgs.sudah renov.cakep.jln 2 mbl
lt.4x20/2,5lt
3+1kt
shm
hg 2,5 milyar nego
Hub frans cen 087881532xxx bisa wa/telp Atau 087888602xxx bisa wa/telp

Siap membantu KPR Bank 
Hubungi Frans Cen lagi.Frans Cen lagi 
Bisa titip jual-beli-sewa property",1.9330524e+09,1.5698829e+09,7.597566e+07,5.3182964e+07,2.12731856,0.1096555,321936702.82533216
2093,https://www.rumah123.com/properti/tangerang/hos19394108/,Dijual Rumah Cluster Baroni Gading Serpong,3300000000.0,Gading Serpong,Tangerang,3.0,2.0,84.0,80.0,SHM,0.0,Bagus,2.0,"DIJUAL RUMAH DI CLUSTER BARONI GADING SERPONG - *Full Furnished*

SHM
Ukuran: 7x12 
Luas tanah: 84m2
Luas bangunan: 80m2
2 Lantai
3 KT (1 Master Bedroom selebar rumah + 2 Bedroom)  
2 KM (Connecting to Master Bedroom )
Full Furnished. Tinggal bawa koper aja
Full Renov. Ada kamuflase pintu cermin, tangga kaca tempered",1.6121343e+09,1.4876739e+09,5.1730028e+07,3.621102e+07,1.0973036363636364,0.04099047,-1334939132.8680928
2609,https://www.rumah123.com/properti/jakarta-utara/hos39287530/,Harus.terjual Cepat Rumah Minimalis Siap Huni Di Pik,11000000000.0,Pantai Indah Kapuk,Jakarta Utara,6.0,7.0,258.0,750.0,Lainnya,0.0,Bagus,4.0,"*Dijual rumah minimalis elang laut*

Lt 258
4 Lt
Kt 5 + 1, km 4
PPJB
Selatan

Rp 11M 

wenny 0812 9721 9xxx
koger",1.2021641e+10,6.530433e+09,3.6708768e+08,2.5696138e+08,2.336012509090909,0.35678458,79107404064.52975
3606,https://www.rumah123.com/properti/jakarta-barat/hos39369948/,"Rumah di Green Lake City , Cluster Amerika 4x15 , SHM , Selatan",1540000000.0,Green Lake City,Jakarta Barat,2.0,2.0,60.0,87.0,SHM,4400.0,Bagus,2.0,"Dijual Cepat : 

Rumah di Green Lake City 
Cluster Amerika
LT. 4x15 ( 60 m2 )
LB. 87 m2
2 Lantai
2+1 kamar tidur
2 kamar mandi
SHM
Hadap selatan

Harga 1,54M Nego",1.620464e+09,1.397503e+09,5.1239332e+07,3.5867532e+07,2.3290605194805196,0.07682049,-232269363.19361115
5421,https://www.rumah123.com/properti/jakarta-barat/hos19128504/,Rumah Duri Kepa 3 Lantai Shm Strategis Siap Huni,1890000000.0,Duri Kepa,Jakarta Barat,3.0,3.0,60.0,180.0,SHM,2200.0,Bagus,3.0,"Mangga Residence
Lt.60m² (4×15)
3 lantai | 3kt | 3km
Shm | Imb | Pbb
Carport | selatan
Jalan 1 mobil
Pondasi borpile
Bangunan full bata merah
Listrik 2200w
Air Pam
Closet toto
Lantai granite tile 60x60
Estimasi selesai April/mei 2025",2.253717e+09,1.9856764e+09,6.901926e+07,4.8313484e+07,2.556268994708995,0.065357685,-432524887.8063278
1030,https://www.rumah123.com/properti/jakarta-timur/hos39294544/,Rumah Strategis 2 Lt 15 Menit ke Gerbang Toll Cililitan Hadap Utara J-23118,3320000000.0,Condet,Jakarta Timur,5.0,3.0,320.0,250.0,SHM,2200.0,Bagus,2.0,"Jalan Baru Ampar VII
Kramatjati - Kota Jakarta Timur

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 320
LB 250
2 Lantai
5 Kamar Tidur
1 Kamar Pembantu
3 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Utara

Fasilitas Sekitar Hunian:
1 Menit ke SDN BATU AMPAR 12 Pagi
2 Menit ke SDN 01 Pagi
2 Menit ke SDN Batu Ampar 03 Pagi
3 Menit ke SDN Batu Ampar 06 Pagi
3 Menit ke SMA NEGERI 51 Jakarta Timur
5 Menit ke SMP Negeri 126 Jakarta
10 Menit ke SMP Negeri 150 Jakarta Timur

8 Menit ke Lippo Plaza Kramat Jati
9 Menit ke Pasar Kramat Jati

3 Menit ke Rumah Sakit Pusdikes Mustika
4 Menit ke Puskesmas Batu Ampar
5 Menit ke Puskesmas Kelurahan Batu Ampar
7 Menit ke RSUD Kramat Jati
8 Menit ke Puskesmas Kecamatan Kramat Jati

10 Menit ke Gerbang Tol Ramp Taman Mini 2
15 Menit ke Gerbang Toll Cililitan
15 Menit ke Gerbang Tol Cililitan 2
15 Menit ke Gerbang Tol Cililitan 3
15 Menit ke Gerbang Tol Gedong 2
15 Menit ke Terminal Cililitan


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",4.187584e+09,3.4627213e+09,1.07531224e+08,7.527186e+07,2.267224578313253,0.099696875,123365934.81860447
2787,https://www.rumah123.com/properti/jakarta-selatan/hos39449215/,Rumah Full Furnished Mewah Megah Dalam Cluster di Kemang,12000000000.0,Kemang,Jakarta Selatan,4.0,3.0,600.0,371.0,SHM,7700.0,Bagus,2.0,"Rumah Full Furnished Mewah Megah Dalam Cluster di Kemang 


Jl. Kemang Timur Raya Mampang - Jakarta Selatan 

Luas bangunan : 600m2
Luas tanah : 371m2
Lebar x panjang : 
Hadap : Timur 
Jumlah kamar tidur : 4 + 1 
kamar mandi : 3 + 1 
Jumlah lantai: 2 lantai 
Garasi : cukup untuk 2 mobil 
Carport: cukup untuk 2 mobil
Air : sumur 
Daya Listrik :7700
Sertifikat ( HGB / AJB / SHM ) : SHM
Furnish / unfurnish: semi furnish , korden masing2 kamar
Peralatan : Wastafel & Cermin ( masing2 KM ) & Bath tub 1 ( KM Utama )

Harga Rp. 12M nego",1.0290424e+10,5.8304753e+09,3.7571408e+08,2.6299986e+08,2.1916654666666666,0.32850945,67695015856.6284
300,https://www.rumah123.com/properti/bogor/hos39311339/,Rumah SHM 9 Menit ke RS Hermina Serpong Siap Huni Dibantu KPR J22857,870000000.0,Gunung Sindur,Bogor,2.0,1.0,72.0,45.0,SHM,0.0,Bagus,1.0,"Paradise Serpong City Cluster Rasamala
Setu - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 72
LB 45
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
3 Menit ke SDN Babakan 01
10 Menit ke SDN Mulyasari
10 Menit ke SDN Setu
10 Menit ke SMAN 02 Tangerang Selatan
15 Menit ke SMPN 02 Gunung Sindur

6 Menit ke Mall Paradise Walk Serpong
15 Menit ke Mall Pamulang Square
20 Menit ke Pasar Pagi Pondok Benda
20 Menit ke Pasar Serpong
30 Menit ke Mall AEON BSD City

9 Menit ke RS Hermina Serpong
10 Menit ke UPT Puskesmas Setu Tangerang Selatan
10 Menit ke RSIA Vitalaya
15 Menit ke Puskesmas Gunung Sindur
15 Menit ke RS Buah Hati Pamulang

20 Menit ke Stasiun Serpong
25 Menit ke Gerbang Tol Pamulang
25 Menit ke Gerbang Tol Serpong 2
25 Menit ke Terminal BSD
25 Menit ke Halte Busway Ciputat
30 Menit ke Gerbang Tol Serpong 5

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.4285997e+08,5.701061e+08,2.5238772e+07,1.766714e+07,2.030705747126437,-0.02418822,-576325250.170265
1472,https://www.rumah123.com/properti/jakarta-utara/hos39397775/,Murah! Dijual Cepat Rumah Kelapa Sawit Raya Lebar 10 Cocok Untuk Usaha,6000000000.0,Kelapa Gading,Jakarta Utara,3.0,2.0,250.0,120.0,SHM,0.0,Renovasi Total,1.0,"Dijual cepat rumah kelapa gading
sawit raya Lokasi Prime sangat cocok untuk usaha 
Bebas banjir
Dekat jalan raya
Lebar 10
Luas tanah 250 m2 (10x25)
Lebar Jalan 3 mobil-an
hadap utara",3.5105756e+09,3.2130048e+09,1.1294568e+08,7.9061976e+07,1.3176996,0.045282006,-2258696813.3241777
283,https://www.rumah123.com/properti/bogor/hos18939296/,Rumah 2 Lantai Terbaru Korean Style Estetik Di Kota Bogor,998000000.0,Megamendung,Bogor,4.0,3.0,77.0,95.0,Lainnya,2200.0,Baru,2.0,"Lokasi : Jalan Atang Sanjaya
Akses : Tol Jagorawi - Lingkar Luar Bogor

Dekat Lanud Atang Sanjaya
Dekat RSAU Hassan Toto
Dekat Tol Lingkar Bogor
Dekat Transmart Yasmin
Dekat IPB University
Dekat Hari Hari Swalayan Dramaga
Dekat Kebun Raya Bogor
Dekat AEON Mall Sentul
Dekat Kawasan Sentul

Kami dari rumahbaru Bogor Raya
Spesialis area:
- Bogor Raya
- Summarecon Bogor
- Sentul City
- Bogor Nirwana Residence
- Bogor Selatan
- Bogor Barat
- Sukaraja

Untuk kunjungan ke show unit, promo dan cara bayar, kamu dapat menghubungi agent pemasaran rumahbaru.co

Bisa proses KPR Bank kamu, kami bantu pengajuannya sampai Approved

| rumahbaruco®️ |
Jual | Beli | Sewa | KPR Specialist
teman cari rumahbaru

Instagram	: @rumahbaru.bogorraya
FB Pages	         : Rumahbaru Bogorraya
Tiktok		: @rumahbaru.bogorraya
Youtube		: @rumahbaruco",1.4790474e+09,1.2694496e+09,5.684196e+07,3.9789372e+07,3.986911022044088,0.07940221,-101849769.12087417
4041,https://www.rumah123.com/properti/jakarta-utara/hos39082777/,Jual Rumah Janur Elok Kelapa Gading Minimalis Jalan Lebar Lokasi Favorit,5950000000.0,Kelapa Gading,Jakarta Utara,7.0,4.0,153.0,459.0,SHM,6600.0,Sudah Renovasi,3.0,"Rumah 3 lantai di Kelapa Gading, Jakarta Utara.

Dijual rumah di wilayah yang tenang dengan pemandangan Dekat Pusat Bisnis. Properti 3 lantai bergaya minimalis ini berada di lingkungan yang mudah dijangkau.

Rinciannya adalah sebagai berikut:

  - Kamar Tidur: 7
  - Kamar Mandi: 4
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 6600 W
  - Hadap: Tenggara
  - Kondisi Perabotan: Semi Furnished

Tidak hanya itu, properti ini layak untuk anda dapatkan karena:

  - Siap Huni.
  - Dekat Pusat Bisnis.
  - Properti Bisa Nego.

Properti berikut sudah lengkap dengan fasilitas:

  - Kompor.
  - Taman.

Lokasi rumah ini mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Dengan Rp. 5.950.000.xxx, anda bisa langsung dapatkan rumah strategis di daerah Kelapa Gading ini.",5.851565e+09,6.1636854e+09,1.7622032e+08,1.2335422e+08,2.0731802352941178,-0.025648236,-3963774183.5845566
3080,https://www.rumah123.com/properti/jakarta-selatan/hos39322120/,"Dijual Rumah Mewah di Lebak Bulus, dekat TB Simatupang, Harga Murah banget",8900000000.0,Lebak Bulus,Jakarta Selatan,6.0,6.0,500.0,376.0,SHM,0.0,Bagus,1.0,"Dijual Rumah Mewah di Lebak Bulus, dekat TB Simatupang, Harga Murah banget

Sertipikat : SHM

Akses lokasi :
-  Beberapa meter ke Jl TB Simatupang, Pondok Indah, Cilandak
-  Dekat sekali dengan Poin Square, RS Pondok Indah, Pondok Indah Mall

Spesifikasi :
SHM
Rumah 2 lantai
LT  500 m2
LB  376 m2
KT 4
KM 5
R. Tamu 
R. Keluarga 
R. Makan 
Pantry Bersih dan kotor
Gudang 
Carport 3
Garasi 2
KT & KM Pembantu : 2 & 1
Taman Luas
Kolam renang
Daya listrik : 8.000watt",8.5629645e+09,5.443512e+09,3.0988624e+08,2.1692037e+08,2.4373075056179774,0.25421643,24533110906.35576
5257,https://www.rumah123.com/properti/jakarta-barat/hos19321634/,Rumah Murah Hitung Tanah Di Semanan Indah Duri Kosambi Cengkareng Jakarta Barat,2850000000.0,Duri Kosambi,Jakarta Barat,3.0,3.0,193.0,180.0,SHM,7700.0,Renovasi Total,2.0,"LT 192 m2 / LB +- 150 m2 (1,5 lantai)
3 KT +4 KM
Listrik 11.000 W
PAM
SHM
Ukuran +- 9 x 21,5 m2
Ex kantor (sudah ada ruang meeting)
Harga 2.85 m nego smp jadi",3.9202537e+09,3.6150564e+09,1.8241995e+08,1.2769397e+08,4.480490105263158,0.041356802,-977381949.5796509
1813,https://www.rumah123.com/properti/jakarta-timur/hos38965346/,Rumah Hadap Utara LB 200 Siap KPR 15 menit ke Mall Ciputra Cibubur J14417,1440000000.0,Cibubur,Jakarta Timur,3.0,4.0,120.0,200.0,SHM,2200.0,Bagus,2.0,"Perumahan Betawi Permai 
Jatisampurna - Kota Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 120
LB 200
2 Lantai
3 Kamar Tidur
4 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Utara

Fasilitas Sekitar Hunian:
7 menit ke SMA Negeri 11 Bekasi
10 menit ke Sekolah Menengah Atas Negeri 7 Bekasi
30 menit ke SMP Citra Nusantara 31 Bekasi
30 menit ke SMP Negeri 81 Jakarta Timur
35 menit ke SD Bani Saleh 6
35 menit ke SDN Mustikajaya I
35 menit ke SD Negeri Lambangsari 03
35 menit ke SD Negeri Lambangjaya 02

9 menit ke Pasar Rumdis TNI AL
15 menit ke Mall Ciputra Cibubur
20 menit ke Trans Studio Mall Cibubur

3 menit ke Puskesmas Pembantu Jati Luhur Bekasi
10 menit ke RSUD Jatisampurna
15 menit ke Puskesmas Ciangsana
15 menit ke Puskesmas Kelurahan Pondok Rangoon

15 menit ke Gerbang Tol Jatikarya 2
15 menit ke Gerbang Tol Jatiwarna 2
15 menit ke Gerbang Tol Jati Warna 1
20 menit ke Gerbang Tol Cibubur 2
20 menit ke Gerbang Tol Setu
20 menit ke Stasiun Harjamukti
25 menit ke Stasiun Ciracas
25 menit ke Stasiun TMII
25 menit ke Terminal Cileungsi

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.8828212e+09,2.2628485e+09,7.906399e+07,5.534479e+07,3.8433883333333334,-0.08782786,-1121161595.4091194
1271,https://www.rumah123.com/properti/bekasi/hos18315467/,Gracia Ayu Amerta Rumah 2 Lantai Di Timur Jakarta Anti Banjir,1000000000.0,Tambun Selatan,Bekasi,2.0,2.0,72.0,70.0,SHM,2200.0,Bagus,2.0,"Miliki hunian impian anda di Gracia Ayu Amerta

Lokasi Super Strategis 
8 Menit Stasiun
10 Menit Tol & LRT

Unit Premium Include :
Pintu Utama Baja
Smart Door Lock 
Canopy
AC
Toren + Mesin Pompa
Listrik Tanam
Pondasi Bored Pile

Kesempatan terbatas untuk Anda dapatkan rumah strategis dengan return investasi tinggi di Tambun Selatan, Bekasi.
Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 2 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.
 Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah samping jalan.",6.75903e+08,9.480014e+08,4.8395884e+07,3.387712e+07,3.3877119999999996,-0.15562052,-869333754.6830648
3499,https://www.rumah123.com/properti/tangerang/hos39311282/,Rumah Siap Huni Hadap Timur dekat QBIG BSD City Dibantu KPR J21499,670000000.0,BSD City,Tangerang,3.0,2.0,77.0,36.0,SHM,2200.0,Bagus,1.0,"Perumahan Dasana Indah
Kelapa Dua - Kabupaten Tangerang

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 77
LB 36
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Hadap Timur

Fasilitas Sekitar Hunian:
5 menit ke SDN Gurubug 1

5 menit ke SD Negeri Kampung Bambu 1

5 menit ke SMP Dasana Indah

6 menit ke SMP Sunan Bonang

7 menit ke SDN Binong 3

7 menit ke SMP Muhammadiyah Bojong Nangka

8 menit ke SD Binong Permai

10 menit ke SD Lentera Harapan

10 menit ke Sekolah Menengah Pertama Negeri 2 Curug

15 menit ke SMA Negeri 23 Kabupaten Tangerang

15 menit ke SMA Tarakanita Gading Serpong

10 menit ke Puskesmas Pembantu Binong Permai

15 menit ke UPTD Puskesmas Curug

20 menit ke Puskesmas Siloam

25 menit ke Puskesmas Jalan Kutai

20 menit ke Terminal Bus Lippo Karawaci

35 menit ke Gerbang Tol Karang Tengah

35 menit ke Stasiun Cicayur

35 menit ke Stasiun Tangerang

35 menit ke Stasiun Cisauk

35 menit ke Stasiun Parung Panjang

35 menit ke Terminal Cimone

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",8.2104365e+08,7.8485274e+08,4.9353044e+07,3.4547132e+07,5.156288358208956,0.022796035,-285563415.21840715
3608,https://www.rumah123.com/properti/bekasi/hos17748425/,Rumah 3 KT Strategis 18 Menit ke Gerbang Tol Bekasi Timur 2 Dibantu KPR J18974,580000000.0,Bekasi Timur,Bekasi,3.0,1.0,90.0,70.0,SHM,1300.0,Bagus,1.0,"Dijual cepat rumah minimalis seken, siap huni, bebas banjir, lokasi strategis dekat dengan fasilitas umum yang mudah diakses, sirkulasi udara baik yang nyaman dan aman untuk keluarga

*Harga Nego
*Menerima KPR/Cash
*Bisa Dibantu KPR
*Menyediakan full furniture (sesuai permintaan customer)

Perum Graha Harapan
Mustika Jaya - Kota Bekasi

Harga tertera adalah Harga Not All in
SHM
LT 90
LB 70
3 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PAM
Menghadap Arah Barat
Fasilitas Terdekat :

3 menit ke SMP-SMK Tinta Emas Indonesia (Yatindo)
4 menit ke SMAN 9 Bekasi
4 menit ke SMP Daya Utama Bekasi
5 menit ke SDN Mustikajaya IV
9 menit ke SDN Lambangsari 04

21 menit ke Bekasi Trade Center Mall 2
25 menit ke Metropolitan Mall Bekasi
25 menit ke Mega Bekasi Hypermall
25 menit ke BEKASI CYBER PARK MALL
27 menit ke Mall Grand Metropolitan Bekasi

8 menit ke Pasar Zamrud
16 menit ke Pasar Pagi Vida
18 menit ke Pasar Bekasi
25 menit ke Pasar Induk Cibitung
27 menit ke Pasar Baru Jatiasih

6 menit ke Rumah Sakit Permata Bekasi
11 menit ke RS Satria Medika
12 menit ke Rumah Sakit Puspa Husada
21 menit ke Primaya Hospital Bekasi Timur
21 menit ke RS. Rawa Lumbu

4 menit ke Puskesmas Mustika Jaya
9 menit ke Puskesmas Lambang Sari
11 menit ke UPTD PUSKESMAS MUSTIKASARI
15 menit ke Puskesmas Jatimulya
20 menit ke Puskesmas TAMBUN

17 menit ke Gerbang Tol Cibitung 3
18 menit ke Gerbang Tol Bekasi Timur 2
19 menit ke Gerbang TOL Burangkeng
26 menit ke Gerbang Tol Marga Jaya 2
27 menit ke Gerbang Tol Bekasi Barat 1

20 menit ke Stasiun Tambun
22 menit ke Stasiun LRT Jatimulya
25 menit ke Stasiun Bekasi Timur
26 menit ke Stasiun Cibitung
27 menit ke Stasiun LRT Bekasi Barat


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.367606e+08,7.463364e+08,3.750094e+07,2.6250658e+07,4.525975517241379,-0.15194696,-490764136.9257123
